Year,Trip,Date,Time,Location,Depth_m,Placement,NomDepth_m,Metric,Units,Value
2021,3,20210820,18:20:20,Pear,10.704,mid,11.5,Temperature,degrees Celsius,8.948
2021,3,20210820,18:20:25,Pear,10.706,mid,11.5,Chlorophylla,RFU,0.43
2021,3,20210820,18:20:25,Pear,10.706,mid,11.5,DO,mg/L,9.06
2021,3,20210820,18:20:25,Pear,10.706,mid,11.5,Conductivity,uS/cm,4.7
2021,3,20210820,18:20:25,Pear,10.706,mid,11.5,Phycocyanin,RFU,0.85
2021,3,20210820,18:20:25,Pear,10.706,mid,11.5,pH,NA,8.76
2021,3,20210820,18:20:25,Pear,10.706,mid,11.5,Temperature,degrees Celsius,8.898
2021,3,20210820,18:20:30,Pear,10.706,mid,11.5,Chlorophylla,RFU,0.35
2021,3,20210820,18:20:30,Pear,10.706,mid,11.5,DO,mg/L,9.09
2021,3,20210820,18:20:30,Pear,10.706,mid,11.5,Conductivity,uS/cm,4.7
2021,3,20210820,18:20:30,Pear,10.706,mid,11.5,Phycocyanin,RFU,0.89
2021,3,20210820,18:20:30,Pear,10.706,mid,11.5,pH,NA,8.74
2021,3,20210820,18:20:30,Pear,10.706,mid,11.5,Temperature,degrees Celsius,8.874
2021,3,20210820,18:20:35,Pear,10.705,mid,11.5,Chlorophylla,RFU,0.3
2021,3,20210820,18:20:35,Pear,10.705,mid,11.5,DO,mg/L,9.11
2021,3,20210820,18:20:35,Pear,10.705,mid,11.5,Conductivity,uS/cm,4.7
2021,3,20210820,18:20:35,Pear,10.705,mid,11.5,Phycocyanin,RFU,0.94
2021,3,20210820,18:20:35,Pear,10.705,mid,11.5,pH,NA,8.72
2021,3,20210820,18:20:35,Pear,10.705,mid,11.5,Temperature,degrees Celsius,8.859
2021,3,20210820,18:20:40,Pear,10.706,mid,11.5,Chlorophylla,RFU,0.24
2021,3,20210820,18:20:40,Pear,10.706,mid,11.5,DO,mg/L,9.14
2021,3,20210820,18:20:40,Pear,10.706,mid,11.5,Conductivity,uS/cm,4.7
2021,3,20210820,18:20:40,Pear,10.706,mid,11.5,Phycocyanin,RFU,0.93
2021,3,20210820,18:20:40,Pear,10.706,mid,11.5,pH,NA,8.71
2021,3,20210820,18:20:40,Pear,10.706,mid,11.5,Temperature,degrees Celsius,8.854
2021,3,20210820,18:20:45,Pear,10.709,mid,11.5,Chlorophylla,RFU,0.18
2021,3,20210820,18:20:45,Pear,10.709,mid,11.5,DO,mg/L,9.15
2021,3,20210820,18:20:45,Pear,10.709,mid,11.5,Conductivity,uS/cm,4.7
2021,3,20210820,18:20:45,Pear,10.709,mid,11.5,Phycocyanin,RFU,0.93
2021,3,20210820,18:20:45,Pear,10.709,mid,11.5,pH,NA,8.7
2021,3,20210820,18:20:45,Pear,10.709,mid,11.5,Temperature,degrees Celsius,8.877
2021,3,20210820,18:22:05,Pear,21.16,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:05,Pear,21.16,bottom,22,DO,mg/L,3.93
2021,3,20210820,18:22:05,Pear,21.16,bottom,22,Conductivity,uS/cm,17.4
2021,3,20210820,18:22:05,Pear,21.16,bottom,22,Phycocyanin,RFU,1.45
2021,3,20210820,18:22:05,Pear,21.16,bottom,22,pH,NA,6.61
2021,3,20210820,18:22:05,Pear,21.16,bottom,22,Temperature,degrees Celsius,5.158
2021,3,20210820,18:22:10,Pear,21.163,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:10,Pear,21.163,bottom,22,DO,mg/L,3.73
2021,3,20210820,18:22:10,Pear,21.163,bottom,22,Conductivity,uS/cm,17.5
2021,3,20210820,18:22:10,Pear,21.163,bottom,22,Phycocyanin,RFU,1.43
2021,3,20210820,18:22:10,Pear,21.163,bottom,22,pH,NA,6.6
2021,3,20210820,18:22:10,Pear,21.163,bottom,22,Temperature,degrees Celsius,5.169
2021,3,20210820,18:22:15,Pear,21.164,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:15,Pear,21.164,bottom,22,DO,mg/L,3.54
2021,3,20210820,18:22:15,Pear,21.164,bottom,22,Conductivity,uS/cm,17.4
2021,3,20210820,18:22:15,Pear,21.164,bottom,22,Phycocyanin,RFU,1.45
2021,3,20210820,18:22:15,Pear,21.164,bottom,22,pH,NA,6.59
2021,3,20210820,18:22:15,Pear,21.164,bottom,22,Temperature,degrees Celsius,5.188
2021,3,20210820,18:22:20,Pear,21.166,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:20,Pear,21.166,bottom,22,DO,mg/L,3.37
2021,3,20210820,18:22:20,Pear,21.166,bottom,22,Conductivity,uS/cm,17.5
2021,3,20210820,18:22:20,Pear,21.166,bottom,22,Phycocyanin,RFU,1.49
2021,3,20210820,18:22:20,Pear,21.166,bottom,22,pH,NA,6.58
2021,3,20210820,18:22:20,Pear,21.166,bottom,22,Temperature,degrees Celsius,5.209
2021,3,20210820,18:22:25,Pear,21.166,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:25,Pear,21.166,bottom,22,DO,mg/L,3.21
2021,3,20210820,18:22:25,Pear,21.166,bottom,22,Conductivity,uS/cm,17.5
2021,3,20210820,18:22:25,Pear,21.166,bottom,22,Phycocyanin,RFU,1.54
2021,3,20210820,18:22:25,Pear,21.166,bottom,22,pH,NA,6.57
2021,3,20210820,18:22:25,Pear,21.166,bottom,22,Temperature,degrees Celsius,5.178
2021,3,20210820,18:22:30,Pear,21.168,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:30,Pear,21.168,bottom,22,DO,mg/L,3.06
2021,3,20210820,18:22:30,Pear,21.168,bottom,22,Conductivity,uS/cm,17.6
2021,3,20210820,18:22:30,Pear,21.168,bottom,22,Phycocyanin,RFU,1.59
2021,3,20210820,18:22:30,Pear,21.168,bottom,22,pH,NA,6.56
2021,3,20210820,18:22:30,Pear,21.168,bottom,22,Temperature,degrees Celsius,5.152
2021,3,20210820,18:22:35,Pear,21.168,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:35,Pear,21.168,bottom,22,DO,mg/L,2.92
2021,3,20210820,18:22:35,Pear,21.168,bottom,22,Conductivity,uS/cm,17.7
2021,3,20210820,18:22:35,Pear,21.168,bottom,22,Phycocyanin,RFU,1.61
2021,3,20210820,18:22:35,Pear,21.168,bottom,22,pH,NA,6.55
2021,3,20210820,18:22:35,Pear,21.168,bottom,22,Temperature,degrees Celsius,5.117
2021,3,20210820,18:22:40,Pear,21.169,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:40,Pear,21.169,bottom,22,DO,mg/L,2.78
2021,3,20210820,18:22:40,Pear,21.169,bottom,22,Conductivity,uS/cm,17.7
2021,3,20210820,18:22:40,Pear,21.169,bottom,22,Phycocyanin,RFU,1.64
2021,3,20210820,18:22:40,Pear,21.169,bottom,22,pH,NA,6.55
2021,3,20210820,18:22:40,Pear,21.169,bottom,22,Temperature,degrees Celsius,5.109
2021,3,20210820,18:22:45,Pear,21.17,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:45,Pear,21.17,bottom,22,DO,mg/L,2.66
2021,3,20210820,18:22:45,Pear,21.17,bottom,22,Conductivity,uS/cm,17.7
2021,3,20210820,18:22:45,Pear,21.17,bottom,22,Phycocyanin,RFU,1.63
2021,3,20210820,18:22:45,Pear,21.17,bottom,22,pH,NA,6.54
2021,3,20210820,18:22:45,Pear,21.17,bottom,22,Temperature,degrees Celsius,5.11
2021,3,20210820,18:22:50,Pear,21.17,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:50,Pear,21.17,bottom,22,DO,mg/L,2.54
2021,3,20210820,18:22:50,Pear,21.17,bottom,22,Conductivity,uS/cm,17.7
2021,3,20210820,18:22:50,Pear,21.17,bottom,22,Phycocyanin,RFU,1.64
2021,3,20210820,18:22:50,Pear,21.17,bottom,22,pH,NA,6.53
2021,3,20210820,18:22:50,Pear,21.17,bottom,22,Temperature,degrees Celsius,5.129
2021,3,20210820,18:22:55,Pear,21.169,bottom,22,Chlorophylla,RFU,0
2021,3,20210820,18:22:55,Pear,21.169,bottom,22,DO,mg/L,2.44
2021,3,20210820,18:22:55,Pear,21.169,bottom,22,Conductivity,uS/cm,17.7
2021,3,20210820,18:22:55,Pear,21.169,bottom,22,Phycocyanin,RFU,1.64
2021,3,20210820,18:22:55,Pear,21.169,bottom,22,pH,NA,6.53
2021,3,20210820,18:22:55,Pear,21.169,bottom,22,Temperature,degrees Celsius,5.131
2022,1,20220621,16:25:23,Pear,0.005,surface,0,Chlorophylla,RFU,0.13
2022,1,20220621,16:25:23,Pear,0.005,surface,0,Conductivity,uS/cm,3.9
2022,1,20220621,16:25:23,Pear,0.005,surface,0,Phycocyanin,RFU,1.05
2022,1,20220621,16:25:23,Pear,0.005,surface,0,pH,NA,7.18
2022,1,20220621,16:25:23,Pear,0.005,surface,0,Temperature,degrees Celsius,15.644
2022,1,20220621,16:25:28,Pear,0.005,surface,0,Chlorophylla,RFU,0.14
2022,1,20220621,16:25:28,Pear,0.005,surface,0,Conductivity,uS/cm,3.9
2022,1,20220621,16:25:28,Pear,0.005,surface,0,Phycocyanin,RFU,1.06
2022,1,20220621,16:25:28,Pear,0.005,surface,0,pH,NA,7.17
2022,1,20220621,16:25:28,Pear,0.005,surface,0,Temperature,degrees Celsius,15.645
2022,1,20220621,16:25:33,Pear,0.005,surface,0,Chlorophylla,RFU,0.13
2022,1,20220621,16:25:33,Pear,0.005,surface,0,Conductivity,uS/cm,3.9
2022,1,20220621,16:25:33,Pear,0.005,surface,0,Phycocyanin,RFU,1.07
2022,1,20220621,16:25:33,Pear,0.005,surface,0,pH,NA,7.16
2022,1,20220621,16:25:33,Pear,0.005,surface,0,Temperature,degrees Celsius,15.647
2022,1,20220621,16:25:38,Pear,0.005,surface,0,Chlorophylla,RFU,0.12
2022,1,20220621,16:25:38,Pear,0.005,surface,0,Conductivity,uS/cm,3.9
2022,1,20220621,16:25:38,Pear,0.005,surface,0,Phycocyanin,RFU,1.08
2022,1,20220621,16:25:38,Pear,0.005,surface,0,pH,NA,7.15
2022,1,20220621,16:25:38,Pear,0.005,surface,0,Temperature,degrees Celsius,15.651
2022,1,20220621,16:25:43,Pear,0.005,surface,0,Chlorophylla,RFU,0.12
2022,1,20220621,16:25:43,Pear,0.005,surface,0,Conductivity,uS/cm,3.9
2022,1,20220621,16:25:43,Pear,0.005,surface,0,Phycocyanin,RFU,1.07
2022,1,20220621,16:25:43,Pear,0.005,surface,0,pH,NA,7.14
2022,1,20220621,16:25:43,Pear,0.005,surface,0,Temperature,degrees Celsius,15.657
2022,1,20220621,16:25:48,Pear,0.005,surface,0,Chlorophylla,RFU,0.13
2022,1,20220621,16:25:48,Pear,0.005,surface,0,Conductivity,uS/cm,3.9
2022,1,20220621,16:25:48,Pear,0.005,surface,0,Phycocyanin,RFU,1.06
2022,1,20220621,16:25:48,Pear,0.005,surface,0,pH,NA,7.13
2022,1,20220621,16:25:48,Pear,0.005,surface,0,Temperature,degrees Celsius,15.656
2022,1,20220621,16:25:53,Pear,0.005,surface,0,Chlorophylla,RFU,0.13
2022,1,20220621,16:25:53,Pear,0.005,surface,0,Conductivity,uS/cm,3.9
2022,1,20220621,16:25:53,Pear,0.005,surface,0,Phycocyanin,RFU,1.05
2022,1,20220621,16:25:53,Pear,0.005,surface,0,pH,NA,7.12
2022,1,20220621,16:25:53,Pear,0.005,surface,0,Temperature,degrees Celsius,15.654
2022,1,20220621,16:25:58,Pear,0.005,surface,0,Chlorophylla,RFU,0.12
2022,1,20220621,16:25:58,Pear,0.005,surface,0,Conductivity,uS/cm,3.9
2022,1,20220621,16:25:58,Pear,0.005,surface,0,Phycocyanin,RFU,1.06
2022,1,20220621,16:25:58,Pear,0.005,surface,0,pH,NA,7.11
2022,1,20220621,16:25:58,Pear,0.005,surface,0,Temperature,degrees Celsius,15.653
2022,1,20220621,16:26:03,Pear,0.005,surface,0,Chlorophylla,RFU,0.1
2022,1,20220621,16:26:03,Pear,0.005,surface,0,Conductivity,uS/cm,3.9
2022,1,20220621,16:26:03,Pear,0.005,surface,0,Phycocyanin,RFU,1.08
2022,1,20220621,16:26:03,Pear,0.005,surface,0,pH,NA,7.1
2022,1,20220621,16:26:03,Pear,0.005,surface,0,Temperature,degrees Celsius,15.654
2022,1,20220621,16:26:08,Pear,0.005,surface,0,Chlorophylla,RFU,0.12
2022,1,20220621,16:26:08,Pear,0.005,surface,0,Conductivity,uS/cm,3.8
2022,1,20220621,16:26:08,Pear,0.005,surface,0,Phycocyanin,RFU,1.08
2022,1,20220621,16:26:08,Pear,0.005,surface,0,pH,NA,7.1
2022,1,20220621,16:26:08,Pear,0.005,surface,0,Temperature,degrees Celsius,15.656
2022,1,20220621,16:28:18,Pear,11.731,mid,12,Chlorophylla,RFU,0.58
2022,1,20220621,16:28:18,Pear,11.731,mid,12,Conductivity,uS/cm,7.1
2022,1,20220621,16:28:18,Pear,11.731,mid,12,Phycocyanin,RFU,1.84
2022,1,20220621,16:28:18,Pear,11.731,mid,12,pH,NA,6.37
2022,1,20220621,16:28:18,Pear,11.731,mid,12,Temperature,degrees Celsius,6.176
2022,1,20220621,16:28:23,Pear,11.731,mid,12,Chlorophylla,RFU,0.55
2022,1,20220621,16:28:23,Pear,11.731,mid,12,Conductivity,uS/cm,7.2
2022,1,20220621,16:28:23,Pear,11.731,mid,12,Phycocyanin,RFU,1.86
2022,1,20220621,16:28:23,Pear,11.731,mid,12,pH,NA,6.36
2022,1,20220621,16:28:23,Pear,11.731,mid,12,Temperature,degrees Celsius,6.051
2022,1,20220621,16:28:28,Pear,11.732,mid,12,Chlorophylla,RFU,0.49
2022,1,20220621,16:28:28,Pear,11.732,mid,12,Conductivity,uS/cm,7.2
2022,1,20220621,16:28:28,Pear,11.732,mid,12,Phycocyanin,RFU,1.89
2022,1,20220621,16:28:28,Pear,11.732,mid,12,pH,NA,6.35
2022,1,20220621,16:28:28,Pear,11.732,mid,12,Temperature,degrees Celsius,5.921
2022,1,20220621,16:28:33,Pear,11.732,mid,12,Chlorophylla,RFU,0.58
2022,1,20220621,16:28:33,Pear,11.732,mid,12,Conductivity,uS/cm,7.3
2022,1,20220621,16:28:33,Pear,11.732,mid,12,Phycocyanin,RFU,1.93
2022,1,20220621,16:28:33,Pear,11.732,mid,12,pH,NA,6.34
2022,1,20220621,16:28:33,Pear,11.732,mid,12,Temperature,degrees Celsius,5.868
2022,1,20220621,16:28:38,Pear,11.733,mid,12,Chlorophylla,RFU,0.68
2022,1,20220621,16:28:38,Pear,11.733,mid,12,Conductivity,uS/cm,7.3
2022,1,20220621,16:28:38,Pear,11.733,mid,12,Phycocyanin,RFU,1.98
2022,1,20220621,16:28:38,Pear,11.733,mid,12,pH,NA,6.33
2022,1,20220621,16:28:38,Pear,11.733,mid,12,Temperature,degrees Celsius,5.934
2022,1,20220621,16:28:43,Pear,11.734,mid,12,Chlorophylla,RFU,0.62
2022,1,20220621,16:28:43,Pear,11.734,mid,12,Conductivity,uS/cm,7.2
2022,1,20220621,16:28:43,Pear,11.734,mid,12,Phycocyanin,RFU,2.01
2022,1,20220621,16:28:43,Pear,11.734,mid,12,pH,NA,6.32
2022,1,20220621,16:28:43,Pear,11.734,mid,12,Temperature,degrees Celsius,5.977
2022,1,20220621,16:28:48,Pear,11.735,mid,12,Chlorophylla,RFU,0.61
2022,1,20220621,16:28:48,Pear,11.735,mid,12,Conductivity,uS/cm,7.2
2022,1,20220621,16:28:48,Pear,11.735,mid,12,Phycocyanin,RFU,2
2022,1,20220621,16:28:48,Pear,11.735,mid,12,pH,NA,6.31
2022,1,20220621,16:28:48,Pear,11.735,mid,12,Temperature,degrees Celsius,5.945
2022,1,20220621,16:28:53,Pear,11.735,mid,12,Chlorophylla,RFU,0.63
2022,1,20220621,16:28:53,Pear,11.735,mid,12,Conductivity,uS/cm,7.2
2022,1,20220621,16:28:53,Pear,11.735,mid,12,Phycocyanin,RFU,1.98
2022,1,20220621,16:28:53,Pear,11.735,mid,12,pH,NA,6.3
2022,1,20220621,16:28:53,Pear,11.735,mid,12,Temperature,degrees Celsius,5.879
2022,1,20220621,16:28:58,Pear,11.736,mid,12,Chlorophylla,RFU,0.59
2022,1,20220621,16:28:58,Pear,11.736,mid,12,Conductivity,uS/cm,7.2
2022,1,20220621,16:28:58,Pear,11.736,mid,12,Phycocyanin,RFU,1.99
2022,1,20220621,16:28:58,Pear,11.736,mid,12,pH,NA,6.29
2022,1,20220621,16:28:58,Pear,11.736,mid,12,Temperature,degrees Celsius,5.851
2022,1,20220621,16:29:03,Pear,11.737,mid,12,Chlorophylla,RFU,0.57
2022,1,20220621,16:29:03,Pear,11.737,mid,12,Conductivity,uS/cm,7.2
2022,1,20220621,16:29:03,Pear,11.737,mid,12,Phycocyanin,RFU,2.03
2022,1,20220621,16:29:03,Pear,11.737,mid,12,pH,NA,6.28
2022,1,20220621,16:29:03,Pear,11.737,mid,12,Temperature,degrees Celsius,5.931
2022,1,20220621,16:30:33,Pear,19.641,bottom,20,Chlorophylla,RFU,0.13
2022,1,20220621,16:30:33,Pear,19.641,bottom,20,Conductivity,uS/cm,34.9
2022,1,20220621,16:30:33,Pear,19.641,bottom,20,Phycocyanin,RFU,2.17
2022,1,20220621,16:30:33,Pear,19.641,bottom,20,pH,NA,6.19
2022,1,20220621,16:30:33,Pear,19.641,bottom,20,Temperature,degrees Celsius,4.579
2022,1,20220621,16:30:38,Pear,19.646,bottom,20,Chlorophylla,RFU,0.14
2022,1,20220621,16:30:38,Pear,19.646,bottom,20,Conductivity,uS/cm,34.9
2022,1,20220621,16:30:38,Pear,19.646,bottom,20,Phycocyanin,RFU,2.16
2022,1,20220621,16:30:38,Pear,19.646,bottom,20,pH,NA,6.19
2022,1,20220621,16:30:38,Pear,19.646,bottom,20,Temperature,degrees Celsius,4.591
2022,1,20220621,16:30:43,Pear,19.65,bottom,20,Chlorophylla,RFU,0.13
2022,1,20220621,16:30:43,Pear,19.65,bottom,20,Conductivity,uS/cm,34.9
2022,1,20220621,16:30:43,Pear,19.65,bottom,20,Phycocyanin,RFU,2.18
2022,1,20220621,16:30:43,Pear,19.65,bottom,20,pH,NA,6.2
2022,1,20220621,16:30:43,Pear,19.65,bottom,20,Temperature,degrees Celsius,4.598
2022,1,20220621,16:30:48,Pear,19.654,bottom,20,Chlorophylla,RFU,0.13
2022,1,20220621,16:30:48,Pear,19.654,bottom,20,Conductivity,uS/cm,34.9
2022,1,20220621,16:30:48,Pear,19.654,bottom,20,Phycocyanin,RFU,2.19
2022,1,20220621,16:30:48,Pear,19.654,bottom,20,pH,NA,6.2
2022,1,20220621,16:30:48,Pear,19.654,bottom,20,Temperature,degrees Celsius,4.591
2022,1,20220621,16:30:53,Pear,19.657,bottom,20,Chlorophylla,RFU,0.11
2022,1,20220621,16:30:53,Pear,19.657,bottom,20,Conductivity,uS/cm,34.9
2022,1,20220621,16:30:53,Pear,19.657,bottom,20,Phycocyanin,RFU,2.19
2022,1,20220621,16:30:53,Pear,19.657,bottom,20,pH,NA,6.21
2022,1,20220621,16:30:53,Pear,19.657,bottom,20,Temperature,degrees Celsius,4.572
2022,1,20220621,16:30:58,Pear,19.657,bottom,20,Chlorophylla,RFU,0.1
2022,1,20220621,16:30:58,Pear,19.657,bottom,20,Conductivity,uS/cm,34.9
2022,1,20220621,16:30:58,Pear,19.657,bottom,20,Phycocyanin,RFU,2.19
2022,1,20220621,16:30:58,Pear,19.657,bottom,20,pH,NA,6.21
2022,1,20220621,16:30:58,Pear,19.657,bottom,20,Temperature,degrees Celsius,4.558
2022,1,20220621,16:31:03,Pear,19.653,bottom,20,Chlorophylla,RFU,0.13
2022,1,20220621,16:31:03,Pear,19.653,bottom,20,Conductivity,uS/cm,35
2022,1,20220621,16:31:03,Pear,19.653,bottom,20,Phycocyanin,RFU,2.18
2022,1,20220621,16:31:03,Pear,19.653,bottom,20,pH,NA,6.21
2022,1,20220621,16:31:03,Pear,19.653,bottom,20,Temperature,degrees Celsius,4.558
2022,1,20220621,16:31:08,Pear,19.648,bottom,20,Chlorophylla,RFU,0.16
2022,1,20220621,16:31:08,Pear,19.648,bottom,20,Conductivity,uS/cm,35
2022,1,20220621,16:31:08,Pear,19.648,bottom,20,Phycocyanin,RFU,2.2
2022,1,20220621,16:31:08,Pear,19.648,bottom,20,pH,NA,6.21
2022,1,20220621,16:31:08,Pear,19.648,bottom,20,Temperature,degrees Celsius,4.562
2022,1,20220621,16:31:13,Pear,19.642,bottom,20,Chlorophylla,RFU,0.15
2022,1,20220621,16:31:13,Pear,19.642,bottom,20,Conductivity,uS/cm,34.9
2022,1,20220621,16:31:13,Pear,19.642,bottom,20,Phycocyanin,RFU,2.21
2022,1,20220621,16:31:13,Pear,19.642,bottom,20,pH,NA,6.21
2022,1,20220621,16:31:13,Pear,19.642,bottom,20,Temperature,degrees Celsius,4.571
2022,1,20220621,16:31:18,Pear,19.638,bottom,20,Chlorophylla,RFU,0.16
2022,1,20220621,16:31:18,Pear,19.638,bottom,20,Conductivity,uS/cm,34.6
2022,1,20220621,16:31:18,Pear,19.638,bottom,20,Phycocyanin,RFU,2.22
2022,1,20220621,16:31:18,Pear,19.638,bottom,20,pH,NA,6.21
2022,1,20220621,16:31:18,Pear,19.638,bottom,20,Temperature,degrees Celsius,4.574
2022,2,20220712,16:54:05,Pear,0,surface,0,Chlorophylla,RFU,0.06
2022,2,20220712,16:54:05,Pear,0,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:05,Pear,0,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:05,Pear,0,surface,0,pH,NA,6.5
2022,2,20220712,16:54:05,Pear,0,surface,0,Temperature,degrees Celsius,20.096
2022,2,20220712,16:54:10,Pear,0.001,surface,0,Chlorophylla,RFU,0.05
2022,2,20220712,16:54:10,Pear,0.001,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:10,Pear,0.001,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:10,Pear,0.001,surface,0,pH,NA,6.49
2022,2,20220712,16:54:10,Pear,0.001,surface,0,Temperature,degrees Celsius,20.094
2022,2,20220712,16:54:15,Pear,0.002,surface,0,Chlorophylla,RFU,0.04
2022,2,20220712,16:54:15,Pear,0.002,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:15,Pear,0.002,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:15,Pear,0.002,surface,0,pH,NA,6.48
2022,2,20220712,16:54:15,Pear,0.002,surface,0,Temperature,degrees Celsius,20.094
2022,2,20220712,16:54:20,Pear,0.002,surface,0,Chlorophylla,RFU,0.04
2022,2,20220712,16:54:20,Pear,0.002,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:20,Pear,0.002,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:20,Pear,0.002,surface,0,pH,NA,6.48
2022,2,20220712,16:54:20,Pear,0.002,surface,0,Temperature,degrees Celsius,20.095
2022,2,20220712,16:54:25,Pear,0.002,surface,0,Chlorophylla,RFU,0.04
2022,2,20220712,16:54:25,Pear,0.002,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:25,Pear,0.002,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:25,Pear,0.002,surface,0,pH,NA,6.47
2022,2,20220712,16:54:25,Pear,0.002,surface,0,Temperature,degrees Celsius,20.101
2022,2,20220712,16:54:30,Pear,0.002,surface,0,Chlorophylla,RFU,0.07
2022,2,20220712,16:54:30,Pear,0.002,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:30,Pear,0.002,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:30,Pear,0.002,surface,0,pH,NA,6.47
2022,2,20220712,16:54:30,Pear,0.002,surface,0,Temperature,degrees Celsius,20.102
2022,2,20220712,16:54:35,Pear,0.002,surface,0,Chlorophylla,RFU,0.08
2022,2,20220712,16:54:35,Pear,0.002,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:35,Pear,0.002,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:35,Pear,0.002,surface,0,pH,NA,6.47
2022,2,20220712,16:54:35,Pear,0.002,surface,0,Temperature,degrees Celsius,20.107
2022,2,20220712,16:54:40,Pear,0.002,surface,0,Chlorophylla,RFU,0.08
2022,2,20220712,16:54:40,Pear,0.002,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:40,Pear,0.002,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:40,Pear,0.002,surface,0,pH,NA,6.46
2022,2,20220712,16:54:40,Pear,0.002,surface,0,Temperature,degrees Celsius,20.114
2022,2,20220712,16:54:45,Pear,0.002,surface,0,Chlorophylla,RFU,0.07
2022,2,20220712,16:54:45,Pear,0.002,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:45,Pear,0.002,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:45,Pear,0.002,surface,0,pH,NA,6.46
2022,2,20220712,16:54:45,Pear,0.002,surface,0,Temperature,degrees Celsius,20.116
2022,2,20220712,16:54:50,Pear,0.002,surface,0,Chlorophylla,RFU,0.05
2022,2,20220712,16:54:50,Pear,0.002,surface,0,Conductivity,uS/cm,4.1
2022,2,20220712,16:54:50,Pear,0.002,surface,0,Phycocyanin,RFU,0
2022,2,20220712,16:54:50,Pear,0.002,surface,0,pH,NA,6.46
2022,2,20220712,16:54:50,Pear,0.002,surface,0,Temperature,degrees Celsius,20.104
2022,2,20220712,16:57:05,Pear,11.987,mid,12,Chlorophylla,RFU,0.51
2022,2,20220712,16:57:05,Pear,11.987,mid,12,Conductivity,uS/cm,8.2
2022,2,20220712,16:57:05,Pear,11.987,mid,12,Phycocyanin,RFU,0.73
2022,2,20220712,16:57:05,Pear,11.987,mid,12,pH,NA,6.41
2022,2,20220712,16:57:05,Pear,11.987,mid,12,Temperature,degrees Celsius,6.713
2022,2,20220712,16:57:10,Pear,11.988,mid,12,Chlorophylla,RFU,0.5
2022,2,20220712,16:57:10,Pear,11.988,mid,12,Conductivity,uS/cm,8.2
2022,2,20220712,16:57:10,Pear,11.988,mid,12,Phycocyanin,RFU,0.72
2022,2,20220712,16:57:10,Pear,11.988,mid,12,pH,NA,6.39
2022,2,20220712,16:57:10,Pear,11.988,mid,12,Temperature,degrees Celsius,6.71
2022,2,20220712,16:57:15,Pear,11.989,mid,12,Chlorophylla,RFU,0.55
2022,2,20220712,16:57:15,Pear,11.989,mid,12,Conductivity,uS/cm,8.2
2022,2,20220712,16:57:15,Pear,11.989,mid,12,Phycocyanin,RFU,0.74
2022,2,20220712,16:57:15,Pear,11.989,mid,12,pH,NA,6.37
2022,2,20220712,16:57:15,Pear,11.989,mid,12,Temperature,degrees Celsius,6.682
2022,2,20220712,16:57:20,Pear,11.989,mid,12,Chlorophylla,RFU,0.55
2022,2,20220712,16:57:20,Pear,11.989,mid,12,Conductivity,uS/cm,8.3
2022,2,20220712,16:57:20,Pear,11.989,mid,12,Phycocyanin,RFU,0.74
2022,2,20220712,16:57:20,Pear,11.989,mid,12,pH,NA,6.33
2022,2,20220712,16:57:20,Pear,11.989,mid,12,Temperature,degrees Celsius,6.641
2022,2,20220712,16:57:25,Pear,11.989,mid,12,Chlorophylla,RFU,0.54
2022,2,20220712,16:57:25,Pear,11.989,mid,12,Conductivity,uS/cm,8.3
2022,2,20220712,16:57:25,Pear,11.989,mid,12,Phycocyanin,RFU,0.78
2022,2,20220712,16:57:25,Pear,11.989,mid,12,pH,NA,6.3
2022,2,20220712,16:57:25,Pear,11.989,mid,12,Temperature,degrees Celsius,6.637
