SampleLabel,Date,Location,Section,Trip,Year,Sample_Type,Metric,Conc,Units,MDL,Comments
FR_C_2.22_ANI_ZZ,20220714,Frog,C,2,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_C_2.22_ANI_ZZ,20220714,Frog,C,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_C_2.22_ANI_ZZ,20220714,Frog,C,2,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
PE_A_2.22_ANI_ZZ,20220712,Pear,A,2,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
PE_A_2.22_ANI_ZZ,20220712,Pear,A,2,2022,Standard,Cl,0.2,milligrams per liter,0.2,NA
PE_A_2.22_ANI_ZZ,20220712,Pear,A,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
PE_A_2.22_ANI_ZZ,20220712,Pear,A,2,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
PE_B_2.22_ANI_ZZ,20220712,Pear,B,2,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
PE_B_2.22_ANI_ZZ,20220712,Pear,B,2,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
PE_B_2.22_ANI_ZZ,20220712,Pear,B,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
PE_B_2.22_ANI_ZZ,20220712,Pear,B,2,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
PE_C_2.22_ANI_ZZ,20220712,Pear,C,2,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
PE_C_2.22_ANI_ZZ,20220712,Pear,C,2,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
PE_C_2.22_ANI_ZZ,20220712,Pear,C,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
PE_C_2.22_ANI_ZZ,20220712,Pear,C,2,2022,Standard,SO4,0.3,milligrams per liter,0.3,NA
TO_A_2.22_ANI_ZZ,20220717,Topaz,A,2,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
TO_A_2.22_ANI_ZZ,20220717,Topaz,A,2,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
TO_A_2.22_ANI_ZZ,20220717,Topaz,A,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
TO_A_2.22_ANI_ZZ,20220717,Topaz,A,2,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
TO_B_2.22_ANI_ZZ,20220717,Topaz,B,2,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
TO_B_2.22_ANI_ZZ,20220717,Topaz,B,2,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
TO_B_2.22_ANI_ZZ,20220717,Topaz,B,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
TO_B_2.22_ANI_ZZ,20220717,Topaz,B,2,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
EM_A_2.22_ANI_ZZ,20220717,Emerald,A,2,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
EM_A_2.22_ANI_ZZ,20220717,Emerald,A,2,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_A_2.22_ANI_ZZ,20220717,Emerald,A,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_A_2.22_ANI_ZZ,20220717,Emerald,A,2,2022,Standard,SO4,0.3,milligrams per liter,0.3,NA
EM_B_2.22_ANI_ZZ,20220717,Emerald,B,2,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
EM_B_2.22_ANI_ZZ,20220717,Emerald,B,2,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_B_2.22_ANI_ZZ,20220717,Emerald,B,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_B_2.22_ANI_ZZ,20220717,Emerald,B,2,2022,Standard,SO4,0.3,milligrams per liter,0.3,NA
EM_C_2.22_ANI_ZZ,20220717,Emerald,C,2,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
EM_C_2.22_ANI_ZZ,20220717,Emerald,C,2,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_C_2.22_ANI_ZZ,20220717,Emerald,C,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_C_2.22_ANI_ZZ,20220717,Emerald,C,2,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
LY_C_2.22_ANI_ZZ,20220713,Lyness,C,2,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
LY_C_2.22_ANI_ZZ,20220713,Lyness,C,2,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
LY_C_2.22_ANI_ZZ,20220713,Lyness,C,2,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
LY_C_2.22_ANI_ZZ,20220713,Lyness,C,2,2022,Standard,SO4,0.3,milligrams per liter,0.3,NA
HE_A_3.22_ANI_ZZ,20220818,Heather,A,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
HE_A_3.22_ANI_ZZ,20220818,Heather,A,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
HE_A_3.22_ANI_ZZ,20220818,Heather,A,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
HE_A_3.22_ANI_ZZ,20220818,Heather,A,3,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
HE_B_3.22_ANI_ZZ,20220818,Heather,B,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
HE_B_3.22_ANI_ZZ,20220818,Heather,B,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
HE_B_3.22_ANI_ZZ,20220818,Heather,B,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
HE_B_3.22_ANI_ZZ,20220818,Heather,B,3,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
HE_C_3.22_ANI_ZZ,20220818,Heather,C,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
HE_C_3.22_ANI_ZZ,20220818,Heather,C,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
HE_C_3.22_ANI_ZZ,20220818,Heather,C,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
HE_C_3.22_ANI_ZZ,20220818,Heather,C,3,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
EM_A_3.22_ANI_ZZ,20220820,Emerald,A,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
EM_A_3.22_ANI_ZZ,20220820,Emerald,A,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_A_3.22_ANI_ZZ,20220820,Emerald,A,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_A_3.22_ANI_ZZ,20220820,Emerald,A,3,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
EM_B_3.22_ANI_ZZ,20220820,Emerald,B,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
EM_B_3.22_ANI_ZZ,20220820,Emerald,B,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_B_3.22_ANI_ZZ,20220820,Emerald,B,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_B_3.22_ANI_ZZ,20220820,Emerald,B,3,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
EM_C_3.22_ANI_ZZ,20220820,Emerald,C,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
EM_C_3.22_ANI_ZZ,20220820,Emerald,C,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_C_3.22_ANI_ZZ,20220820,Emerald,C,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_C_3.22_ANI_ZZ,20220820,Emerald,C,3,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
PE_A_3.22_ANI_ZZ,20220816,Pear,A,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
PE_A_3.22_ANI_ZZ,20220816,Pear,A,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
PE_A_3.22_ANI_ZZ,20220816,Pear,A,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
PE_A_3.22_ANI_ZZ,20220816,Pear,A,3,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
PE_B_3.22_ANI_ZZ,20220816,Pear,B,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
PE_B_3.22_ANI_ZZ,20220816,Pear,B,3,2022,Standard,Cl,0.3,milligrams per liter,0.2,NA
PE_B_3.22_ANI_ZZ,20220816,Pear,B,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
PE_B_3.22_ANI_ZZ,20220816,Pear,B,3,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
PE_C_3.22_ANI_ZZ,20220816,Pear,C,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
PE_C_3.22_ANI_ZZ,20220816,Pear,C,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
PE_C_3.22_ANI_ZZ,20220816,Pear,C,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
PE_C_3.22_ANI_ZZ,20220816,Pear,C,3,2022,Standard,SO4,0.3,milligrams per liter,0.3,NA
LY_A_3.22_ANI_ZZ,20220817,Lyness,A,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
LY_A_3.22_ANI_ZZ,20220817,Lyness,A,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
LY_A_3.22_ANI_ZZ,20220817,Lyness,A,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
LY_A_3.22_ANI_ZZ,20220817,Lyness,A,3,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
LY_B_3.22_ANI_ZZ,20220817,Lyness,B,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
LY_B_3.22_ANI_ZZ,20220817,Lyness,B,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
LY_B_3.22_ANI_ZZ,20220817,Lyness,B,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
LY_B_3.22_ANI_ZZ,20220817,Lyness,B,3,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
LY_C_3.22_ANI_ZZ,20220817,Lyness,C,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
LY_C_3.22_ANI_ZZ,20220817,Lyness,C,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
LY_C_3.22_ANI_ZZ,20220817,Lyness,C,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
LY_C_3.22_ANI_ZZ,20220817,Lyness,C,3,2022,Standard,SO4,0.4,milligrams per liter,0.3,NA
FR_A_3.22_ANI_ZZ,20220819,Frog,A,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
FR_A_3.22_ANI_ZZ,20220819,Frog,A,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_A_3.22_ANI_ZZ,20220819,Frog,A,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_A_3.22_ANI_ZZ,20220819,Frog,A,3,2022,Standard,SO4,0.3,milligrams per liter,0.3,NA
FR_A_3.22_ANI_DU,20220819,Frog,A,3,2022,Duplicate,Fl,NA,milligrams per liter,0.1,below method detection limit
FR_A_3.22_ANI_DU,20220819,Frog,A,3,2022,Duplicate,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_A_3.22_ANI_DU,20220819,Frog,A,3,2022,Duplicate,Br,NA,milligrams per liter,0.2,below method detection limit
FR_A_3.22_ANI_DU,20220819,Frog,A,3,2022,Duplicate,SO4,NA,milligrams per liter,0.3,below method detection limit
FR_B_3.22_ANI_ZZ,20220819,Frog,B,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
FR_B_3.22_ANI_ZZ,20220819,Frog,B,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_B_3.22_ANI_ZZ,20220819,Frog,B,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_B_3.22_ANI_ZZ,20220819,Frog,B,3,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
FR_C_3.22_ANI_ZZ,20220819,Frog,C,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
FR_C_3.22_ANI_ZZ,20220819,Frog,C,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_C_3.22_ANI_ZZ,20220819,Frog,C,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_C_3.22_ANI_ZZ,20220819,Frog,C,3,2022,Standard,SO4,0.3,milligrams per liter,0.3,NA
TO_A_3.22_ANI_ZZ,20220819,Topaz,A,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
TO_A_3.22_ANI_ZZ,20220819,Topaz,A,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
TO_A_3.22_ANI_ZZ,20220819,Topaz,A,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
TO_A_3.22_ANI_ZZ,20220819,Topaz,A,3,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
TO_B_3.22_ANI_ZZ,20220819,Topaz,B,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
TO_B_3.22_ANI_ZZ,20220819,Topaz,B,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
TO_B_3.22_ANI_ZZ,20220819,Topaz,B,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
TO_B_3.22_ANI_ZZ,20220819,Topaz,B,3,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
TO_C_3.22_ANI_ZZ,20220819,Topaz,C,3,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
TO_C_3.22_ANI_ZZ,20220819,Topaz,C,3,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
TO_C_3.22_ANI_ZZ,20220819,Topaz,C,3,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
TO_C_3.22_ANI_ZZ,20220819,Topaz,C,3,2022,Standard,SO4,NA,milligrams per liter,0.3,below method detection limit
HE_A_4.22_ANI_ZZ,20220916,Heather,A,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
HE_A_4.22_ANI_ZZ,20220916,Heather,A,4,2022,Standard,Cl,0.3,milligrams per liter,0.2,NA
HE_A_4.22_ANI_ZZ,20220916,Heather,A,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
HE_A_4.22_ANI_ZZ,20220916,Heather,A,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
HE_B_4.22_ANI_ZZ,20220916,Heather,B,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
HE_B_4.22_ANI_ZZ,20220916,Heather,B,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
HE_B_4.22_ANI_ZZ,20220916,Heather,B,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
HE_B_4.22_ANI_ZZ,20220916,Heather,B,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
HE_C_4.22_ANI_ZZ,20220916,Heather,C,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
HE_C_4.22_ANI_ZZ,20220916,Heather,C,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
HE_C_4.22_ANI_ZZ,20220916,Heather,C,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
HE_C_4.22_ANI_ZZ,20220916,Heather,C,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
EM_A_4.22_ANI_ZZ,20220917,Emerald,A,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
EM_A_4.22_ANI_ZZ,20220917,Emerald,A,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_A_4.22_ANI_ZZ,20220917,Emerald,A,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_A_4.22_ANI_ZZ,20220917,Emerald,A,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
EM_B_4.22_ANI_ZZ,20220917,Emerald,B,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
EM_B_4.22_ANI_ZZ,20220917,Emerald,B,4,2022,Standard,Cl,0.3,milligrams per liter,0.2,NA
EM_B_4.22_ANI_ZZ,20220917,Emerald,B,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_B_4.22_ANI_ZZ,20220917,Emerald,B,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
EM_C_4.22_ANI_ZZ,20220917,Emerald,C,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
EM_C_4.22_ANI_ZZ,20220917,Emerald,C,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_C_4.22_ANI_ZZ,20220917,Emerald,C,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_C_4.22_ANI_ZZ,20220917,Emerald,C,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
PE_A_4.22_ANI_ZZ,20220913,Pear,A,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
PE_A_4.22_ANI_ZZ,20220913,Pear,A,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
PE_A_4.22_ANI_ZZ,20220913,Pear,A,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
PE_A_4.22_ANI_ZZ,20220913,Pear,A,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
PE_B_4.22_ANI_ZZ,20220913,Pear,B,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
PE_B_4.22_ANI_ZZ,20220913,Pear,B,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
PE_B_4.22_ANI_ZZ,20220913,Pear,B,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
PE_B_4.22_ANI_ZZ,20220913,Pear,B,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
PE_C_4.22_ANI_ZZ,20220913,Pear,C,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
PE_C_4.22_ANI_ZZ,20220913,Pear,C,4,2022,Standard,Cl,0.4,milligrams per liter,0.2,NA
PE_C_4.22_ANI_ZZ,20220913,Pear,C,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
PE_C_4.22_ANI_ZZ,20220913,Pear,C,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
LY_A_4.22_ANI_ZZ,20220914,Lyness,A,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
LY_A_4.22_ANI_ZZ,20220914,Lyness,A,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
LY_A_4.22_ANI_ZZ,20220914,Lyness,A,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
LY_A_4.22_ANI_ZZ,20220914,Lyness,A,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
LY_B_4.22_ANI_ZZ,20220914,Lyness,B,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
LY_B_4.22_ANI_ZZ,20220914,Lyness,B,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
LY_B_4.22_ANI_ZZ,20220914,Lyness,B,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
LY_B_4.22_ANI_ZZ,20220914,Lyness,B,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
LY_C_4.22_ANI_ZZ,20220914,Lyness,C,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
LY_C_4.22_ANI_ZZ,20220914,Lyness,C,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
LY_C_4.22_ANI_ZZ,20220914,Lyness,C,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
LY_C_4.22_ANI_ZZ,20220914,Lyness,C,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
FR_A_4.22_ANI_ZZ,20220915,Frog,A,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
FR_A_4.22_ANI_ZZ,20220915,Frog,A,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_A_4.22_ANI_ZZ,20220915,Frog,A,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_A_4.22_ANI_ZZ,20220915,Frog,A,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
FR_B_4.22_ANI_ZZ,20220915,Frog,B,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
FR_B_4.22_ANI_ZZ,20220915,Frog,B,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_B_4.22_ANI_ZZ,20220915,Frog,B,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_B_4.22_ANI_ZZ,20220915,Frog,B,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
FR_C_4.22_ANI_ZZ,20220915,Frog,C,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
FR_C_4.22_ANI_ZZ,20220915,Frog,C,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_C_4.22_ANI_ZZ,20220915,Frog,C,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_C_4.22_ANI_ZZ,20220915,Frog,C,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
TO_A_4.22_ANI_ZZ,20220915,Topaz,A,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
TO_A_4.22_ANI_ZZ,20220915,Topaz,A,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
TO_A_4.22_ANI_ZZ,20220915,Topaz,A,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
TO_A_4.22_ANI_ZZ,20220915,Topaz,A,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
TO_B_4.22_ANI_ZZ,20220915,Topaz,B,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
TO_B_4.22_ANI_ZZ,20220915,Topaz,B,4,2022,Standard,Cl,0.2,milligrams per liter,0.2,NA
TO_B_4.22_ANI_ZZ,20220915,Topaz,B,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
TO_B_4.22_ANI_ZZ,20220915,Topaz,B,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
TO_C_4.22_ANI_ZZ,20220915,Topaz,C,4,2022,Standard,Fl,NA,milligrams per liter,0.2,below method detection limit
TO_C_4.22_ANI_ZZ,20220915,Topaz,C,4,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
TO_C_4.22_ANI_ZZ,20220915,Topaz,C,4,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
TO_C_4.22_ANI_ZZ,20220915,Topaz,C,4,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
EM_B_4.22_ANI_DU,20220917,Emerald,B,4,2022,Duplicate,Fl,NA,milligrams per liter,0.2,below method detection limit
EM_B_4.22_ANI_DU,20220917,Emerald,B,4,2022,Duplicate,Cl,0.3,milligrams per liter,0.2,NA
EM_B_4.22_ANI_DU,20220917,Emerald,B,4,2022,Duplicate,Br,NA,milligrams per liter,0.2,below method detection limit
EM_B_4.22_ANI_DU,20220917,Emerald,B,4,2022,Duplicate,SO4,NA,milligrams per liter,1.5,below method detection limit
EM_A_5.22_ANI_ZZ,20221015,Emerald,A,5,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
EM_A_5.22_ANI_ZZ,20221015,Emerald,A,5,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_A_5.22_ANI_ZZ,20221015,Emerald,A,5,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_A_5.22_ANI_ZZ,20221015,Emerald,A,5,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
EM_B_5.22_ANI_ZZ,20221015,Emerald,B,5,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
EM_B_5.22_ANI_ZZ,20221015,Emerald,B,5,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
EM_B_5.22_ANI_ZZ,20221015,Emerald,B,5,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_B_5.22_ANI_ZZ,20221015,Emerald,B,5,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
EM_C_5.22_ANI_ZZ,20221015,Emerald,C,5,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
EM_C_5.22_ANI_ZZ,20221015,Emerald,C,5,2022,Standard,Cl,0.6,milligrams per liter,0.2,NA
EM_C_5.22_ANI_ZZ,20221015,Emerald,C,5,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
EM_C_5.22_ANI_ZZ,20221015,Emerald,C,5,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
FR_A_5.22_ANI_ZZ,20221014,Frog,A,5,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
FR_A_5.22_ANI_ZZ,20221014,Frog,A,5,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_A_5.22_ANI_ZZ,20221014,Frog,A,5,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_A_5.22_ANI_ZZ,20221014,Frog,A,5,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
FR_B_5.22_ANI_ZZ,20221014,Frog,B,5,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
FR_B_5.22_ANI_ZZ,20221014,Frog,B,5,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_B_5.22_ANI_ZZ,20221014,Frog,B,5,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_B_5.22_ANI_ZZ,20221014,Frog,B,5,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
FR_C_5.22_ANI_ZZ,20221014,Frog,C,5,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
FR_C_5.22_ANI_ZZ,20221014,Frog,C,5,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
FR_C_5.22_ANI_ZZ,20221014,Frog,C,5,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
FR_C_5.22_ANI_ZZ,20221014,Frog,C,5,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
HE_A_5.22_ANI_ZZ,20221013,Heather,A,5,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
HE_A_5.22_ANI_ZZ,20221013,Heather,A,5,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
HE_A_5.22_ANI_ZZ,20221013,Heather,A,5,2022,Standard,Br,NA,milligrams per liter,0.2,below method detection limit
HE_A_5.22_ANI_ZZ,20221013,Heather,A,5,2022,Standard,SO4,NA,milligrams per liter,1.5,below method detection limit
HE_B_5.22_ANI_ZZ,20221013,Heather,B,5,2022,Standard,Fl,NA,milligrams per liter,0.1,below method detection limit
HE_B_5.22_ANI_ZZ,20221013,Heather,B,5,2022,Standard,Cl,NA,milligrams per liter,0.2,below method detection limit
